"Compound","Compound ID","Accepted?","Adducts","Formula","Score","Fragmentation Score","Mass Error (ppm)","Isotope Similarity","Theoretical Isotope Distribution","Link","Description","Neutral mass (Da)","m/z","Charge","Retention time (min)","Max Fold Change" 
"6.69_211.0969m/z","CSID390862",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=390862","(−)-Dolichodial",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID390870",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=390870","(4aS,7S,7aS)-4,7-Dimethyl-5,6,7,7a-tetrahydrocyclopenta[c]pyran-1(4aH)-one",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID390900",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=390900","p-Menth-8-en-2-one, 1,6-epoxy-, (1R,4R,6R)-(-)-",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID390924",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=390924","(1S,6S)-3-Isopropylidene-6-methyl-7-oxabicyclo[4.1.0]heptan-2-one",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID5327",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=5327","1,7-Dimethyl-2-oxobicyclo[2.2.1]heptane-7-carbaldehyde",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID56075",,"M-H","C12H12N4","35.8","0","-9.37565726733763","89.4764434350641","100 - 14.6 - 0.99","http://nonlinear.com/redirect/outbound?p=chemspider&param=56075","3,4-Dimethyl-3H-imidazo[4,5-f]quinolin-2-amine",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID62058",,"M-H","C11H16O4","36.7","0","-3.0439427505314","87.2100167497492","100 - 12.2 - 1.51 - 0.123","http://nonlinear.com/redirect/outbound?p=chemspider&param=62058","guaietolin",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID78337",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=78337","6,6-Dimethylbicyclo[3.1.1]hept-2-ene-2-carboxylic acid",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID88266",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=88266","UNII:12QWN45UL0",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID9248930",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=9248930","(6E)-8-oxogeranial",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID9895",,"M-H","C12H12N4","35.8","0","-9.37565726733763","89.4764434350641","100 - 14.6 - 0.99","http://nonlinear.com/redirect/outbound?p=chemspider&param=9895","4-[(E)-Phenyldiazenyl]-1,3-benzenediamine",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_243.0342m/z","CSID26711",,"M-H2O-H","C13H11ClN2O2","35.1","0","4.33398674754582","80.6306433733022","100 - 15 - 33.4 - 4.9 - 0.472","http://nonlinear.com/redirect/outbound?p=chemspider&param=26711","Clonixin",,"243.034197605141","1","6.68991666666667","Infinity"
"6.68_213.9636m/z","CSID23436",,"M+FA-H","C3H6NO2Se","18.6","0","6.77259947224116","0.566351989129588","1.79 - 0 - 18.9 - 16.1 - 48.5 - 1.87 - 100 - 3.75 - 18 - 0.675","http://nonlinear.com/redirect/outbound?p=chemspider&param=23436","L-selenocysteine",,"213.963550196872","1","6.6811","Infinity"
"6.68_212.0387m/z","CSID2543884",,"M+FA-H","C8H9NOS","38.6","0","0.117272477330022","93.3546729469761","100 - 9.96 - 5.17 - 0.446","http://nonlinear.com/redirect/outbound?p=chemspider&param=2543884","N-Hydroxy-2-phenylethanethioamide",,"212.038704459251","1","6.6811","19786.1650661622"
"6.68_212.0387m/z","CSID9847815",,"M-H2O-H","C11H15Cl2N","29.8","0","-6.94812427927639","56.9419717513079","100 - 12.4 - 64.6 - 7.97 - 10.7 - 1.29","http://nonlinear.com/redirect/outbound?p=chemspider&param=9847815","Lorcaserin hydrochloride",,"212.038704459251","1","6.6811","19786.1650661622"
"6.68_327.0757m/z","CSID15955",,"M+Cl","C14H16ClN4O","32.7","0","-9.62452002132184","74.0775426859501","100 - 16.8 - 33.5 - 5.48 - 0.496","http://nonlinear.com/redirect/outbound?p=chemspider&param=15955","4-[(E)-(4-Ethoxyphenyl)diazenyl]-1,3-benzenediamine hydrochloride (1:1)",,"327.075689890119","1","6.6811","Infinity"
"6.68_327.0757m/z","CSID26332460",,"M-H","C11H22O7P2","37.8","0","-3.38229729043132","93.2277203241681","100 - 12.4 - 2.14 - 0.202","http://nonlinear.com/redirect/outbound?p=chemspider&param=26332460","(2E)-2,3,7-Trimethyl-2,6-octadien-1-yl trihydrogen diphosphate",,"327.075689890119","1","6.6811","Infinity"
"6.68_327.0757m/z","CSID27326",,"M-H2O-H","C12H18N4O6S","37.5","0","-3.36610151724927","91.6582117520596","100 - 15.7 - 6.9 - 0.918 - 0.146","http://nonlinear.com/redirect/outbound?p=chemspider&param=27326","Oryzalin",,"327.075689890119","1","6.6811","Infinity"
"6.68_327.0757m/z","CSID4445593",,"M+FA-H","C13H14ClN2O3","34.3","0","1.30822422357131","73.1189140692881","100 - 15.1 - 33.6 - 4.95 - 0.544","http://nonlinear.com/redirect/outbound?p=chemspider&param=4445593","(2E)-3-[4-(1H-Imidazol-1-ylmethyl)phenyl]acrylic acid hydrochloride hydrate",,"327.075689890119","1","6.6811","Infinity"
"6.68_316.0496m/z","CSID39084",,"M+Cl","C14H16ClNO3","34.3","0","-5.86489610012117","78.1729519176077","100 - 15.8 - 33.7 - 5.2 - 0.58","http://nonlinear.com/redirect/outbound?p=chemspider&param=39084","2-Chlor-N-(2,6-dimethylphenyl)-N-(2-oxotetrahydrofuran-3-yl)acetamid",,"316.049631783984","1","6.6811","Infinity"
"6.68_316.0496m/z","CSID4227",,"M+FA-H","C13H15Cl2NO","30.6","0","-6.05448230460039","60.0072284642289","100 - 14.6 - 65.1 - 9.43 - 11 - 1.54 - 0.125","http://nonlinear.com/redirect/outbound?p=chemspider&param=4227","Clorgiline",,"316.049631783984","1","6.6811","Infinity"
"6.68_316.0496m/z","CSID4350",,"M+Cl","C15H11N3O3","38.6","0","0.649224252574833","94.015698578565","100 - 17.6 - 2.07 - 0.183","http://nonlinear.com/redirect/outbound?p=chemspider&param=4350","Nitrazepam",,"316.049631783984","1","6.6811","Infinity"
"6.66_185.0816m/z","CSID21865950",,"M+FA-H","C8H12O2","39","0","-2.69092927698157","98.3454355930774","100 - 8.87 - 0.757","http://nonlinear.com/redirect/outbound?p=chemspider&param=21865950","(3E,5E)-7-Hydroxy-6-methyl-3,5-heptadienalato",,"185.081550914603","1","6.66348333333333","267.586792020372"
"6.66_185.0816m/z","CSID389348",,"M-H2O-H","C9H16O5","39.2","0","-1.88616275077493","98.4164016651463","100 - 10.1 - 1.49 - 0.116","http://nonlinear.com/redirect/outbound?p=chemspider&param=389348","Diethyl (2R,3R)-2-hydroxy-3-methylsuccinate",,"185.081550914603","1","6.66348333333333","267.586792020372"
"6.66_185.0816m/z","CSID389349",,"M-H2O-H","C9H16O5","39.2","0","-1.88616275077493","98.4164016651463","100 - 10.1 - 1.49 - 0.116","http://nonlinear.com/redirect/outbound?p=chemspider&param=389349","Diethyl (2R,3S)-2-hydroxy-3-methylsuccinate",,"185.081550914603","1","6.66348333333333","267.586792020372"
"6.66_185.0816m/z","CSID389945",,"M+FA-H","C8H12O2","39","0","-2.69092927698157","98.3454355930774","100 - 8.87 - 0.757","http://nonlinear.com/redirect/outbound?p=chemspider&param=389945","(1S,2R)-3-Ethyl-3,5-cyclohexadiene-1,2-diol",,"185.081550914603","1","6.66348333333333","267.586792020372"
"6.66_185.0816m/z","CSID4445209",,"M+FA-H","C8H12O2","39","0","-2.69092927698157","98.3454355930774","100 - 8.87 - 0.757","http://nonlinear.com/redirect/outbound?p=chemspider&param=4445209","(3E,5E)-7-Hydroxy-6-methyl-3,5-heptadien-2-one",,"185.081550914603","1","6.66348333333333","267.586792020372"
"6.66_185.0816m/z","CSID4945939",,"M+FA-H","C8H12O2","39","0","-2.69092927698157","98.3454355930774","100 - 8.87 - 0.757","http://nonlinear.com/redirect/outbound?p=chemspider&param=4945939","2-Propyl-2,4-pentadienoic acid",,"185.081550914603","1","6.66348333333333","267.586792020372"
"6.66_185.0816m/z","CSID571146",,"M-H","C9H14O4","39.3","0","-2.01867379078516","98.7598524803003","100 - 10 - 1.27","http://nonlinear.com/redirect/outbound?p=chemspider&param=571146","(1S,2S)-2-(Carboxymethyl)cyclohexanecarboxylic acid",,"185.081550914603","1","6.66348333333333","267.586792020372"
"6.66_185.0816m/z","CSID7545",,"M+FA-H","C8H12O2","39","0","-2.69092927698157","98.3454355930774","100 - 8.87 - 0.757","http://nonlinear.com/redirect/outbound?p=chemspider&param=7545","UNII:596C064IG4",,"185.081550914603","1","6.66348333333333","267.586792020372"
"6.65_247.1169m/z","CSID13835108",,"M+FA-H","C10H18O4","37","0","-8.81853487945221","94.6612646817179","100 - 11.2 - 1.39 - 0.109","http://nonlinear.com/redirect/outbound?p=chemspider&param=13835108","ethyl adipate",,"247.116934463197","1","6.6474","17.261025058283"
"6.65_247.1169m/z","CSID14851",,"M+FA-H","C10H18O4","37","0","-8.81853487945221","94.6612646817179","100 - 11.2 - 1.39 - 0.109","http://nonlinear.com/redirect/outbound?p=chemspider&param=14851","Dimethyl suberate",,"247.116934463197","1","6.6474","17.261025058283"
"6.65_247.1169m/z","CSID5004",,"M+FA-H","C10H18O4","37","0","-8.81853487945221","94.6612646817179","100 - 11.2 - 1.39 - 0.109","http://nonlinear.com/redirect/outbound?p=chemspider&param=5004","Sebacic acid",,"247.116934463197","1","6.6474","17.261025058283"
"6.65_196.1342m/z","CSID2045",,"M+FA-H","C10H17N","38.2","0","-0.647722673775809","91.69530734214","100 - 11.4 - 0.588","http://nonlinear.com/redirect/outbound?p=chemspider&param=2045","Amantadine",,"196.134197975726","1","6.6474","1129.44307058436"
"6.65_196.1342m/z","CSID94028",,"M-H2O-H","C11H21NO3","38.4","0","-0.492229692851652","92.6901790769221","100 - 12.6 - 1.35 - 0.103","http://nonlinear.com/redirect/outbound?p=chemspider&param=94028","Ethyl N-acetyl-N-butyl-beta-alaninate",,"196.134197975726","1","6.6474","1129.44307058436"
"6.64_125.0965m/z","CSID3009",,"M-H2O-H","C8H16O2","38.5","0","-5.15952853162881","98.653236999977","100 - 8.91 - 0.761","http://nonlinear.com/redirect/outbound?p=chemspider&param=3009","Valproic acid",,"125.09645131436","1","6.63858333333333","5.40863931895487"
"6.64_125.0965m/z","CSID370",,"M-H2O-H","C8H16O2","38.5","0","-5.15952853162881","98.653236999977","100 - 8.91 - 0.761","http://nonlinear.com/redirect/outbound?p=chemspider&param=370","Caprylic acid",,"125.09645131436","1","6.63858333333333","5.40863931895487"
"6.64_125.0965m/z","CSID9478",,"M-H","C8H14O","38.4","0","-5.82258255135994","98.7866278571345","100 - 8.85 - 0.55","http://nonlinear.com/redirect/outbound?p=chemspider&param=9478","sulcatone",,"125.09645131436","1","6.63858333333333","5.40863931895487"
"6.64_187.0976m/z","CSID11647",,"M+FA-H","C8H14O2","39","0","0.208589662122269","95.0127602283466","100 - 8.89 - 0.759","http://nonlinear.com/redirect/outbound?p=chemspider&param=11647","Cyclohexylacetat",,"187.097612510462","1","6.63858333333333","26.6727819167263"
"6.64_187.0976m/z","CSID136004",,"M-H","C9H16O4","39.3","0","0.164495813547354","96.4839601123995","100 - 10.1 - 1.28","http://nonlinear.com/redirect/outbound?p=chemspider&param=136004","eucommiol",,"187.097612510462","1","6.63858333333333","26.6727819167263"
"6.64_187.0976m/z","CSID14363",,"M+FA-H","C8H14O2","39","0","0.208589662122269","95.0127602283466","100 - 8.89 - 0.759","http://nonlinear.com/redirect/outbound?p=chemspider&param=14363","Cycloheptanecarboxylic acid",,"187.097612510462","1","6.63858333333333","26.6727819167263"
"6.64_187.0976m/z","CSID1664",,"2M-H","C5H6N2","36.9","0","-6.98040534750678","92.1710234229264","100 - 6.21 - 0.162","http://nonlinear.com/redirect/outbound?p=chemspider&param=1664","4-Aminopyridine",,"187.097612510462","1","6.63858333333333","26.6727819167263"
"6.64_187.0976m/z","CSID16835",,"M+FA-H","C8H14O2","39","0","0.208589662122269","95.0127602283466","100 - 8.89 - 0.759","http://nonlinear.com/redirect/outbound?p=chemspider&param=16835","ALLYL ISOVALERATE",,"187.097612510462","1","6.63858333333333","26.6727819167263"
"6.64_187.0976m/z","CSID2179",,"M-H","C9H16O4","39.3","0","0.164495813547354","96.4839601123995","100 - 10.1 - 1.28","http://nonlinear.com/redirect/outbound?p=chemspider&param=2179","Azelaic acid",,"187.097612510462","1","6.63858333333333","26.6727819167263"
"6.64_187.0976m/z","CSID30791778",,"M+FA-H","C8H14O2","39","0","0.208589662122269","95.0127602283466","100 - 8.89 - 0.759","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791778","(3Z)-2-Propyl-3-pentenoic acid",,"187.097612510462","1","6.63858333333333","26.6727819167263"
"6.64_187.0976m/z","CSID4515742",,"M+FA-H","C8H14O2","39","0","0.208589662122269","95.0127602283466","100 - 8.89 - 0.759","http://nonlinear.com/redirect/outbound?p=chemspider&param=4515742","(3Z)-3-Hexen-1-yl acetate",,"187.097612510462","1","6.63858333333333","26.6727819167263"
"6.64_187.0976m/z","CSID4941657",,"M+FA-H","C8H14O2","39","0","0.208589662122269","95.0127602283466","100 - 8.89 - 0.759","http://nonlinear.com/redirect/outbound?p=chemspider&param=4941657","2-Propyl-2-pentenoic acid",,"187.097612510462","1","6.63858333333333","26.6727819167263"
"6.64_187.0976m/z","CSID94669",,"M+FA-H","C8H14O2","39","0","0.208589662122269","95.0127602283466","100 - 8.89 - 0.759","http://nonlinear.com/redirect/outbound?p=chemspider&param=94669","UNII:2GYI36I25W",,"187.097612510462","1","6.63858333333333","26.6727819167263"
"6.62_267.1231m/z","CSID133906",,"M-H","C19H15BN-","25.8","0","0.260005330001202","29.4796054813356","23.6 - 100 - 20.5 - 2.04 - 0.128","http://nonlinear.com/redirect/outbound?p=chemspider&param=133906","Cyanotriphenylborate",,"267.12310328331","1","6.62096666666667","26.1687636546558"
"6.62_267.1231m/z","CSID30896",,"M-H","C15H16N4O","34.7","0","-7.59432492576513","81.9481725442436","100 - 17.9 - 1.72 - 0.117","http://nonlinear.com/redirect/outbound?p=chemspider&param=30896","Ripazepam",,"267.12310328331","1","6.62096666666667","26.1687636546558"
"6.62_267.1231m/z","CSID388878",,"M+Cl","C11H22NO4+","35","0","-2.69224656877932","78.3864811041284","100 - 12.7 - 1.56 - 0.13","http://nonlinear.com/redirect/outbound?p=chemspider&param=388878","2-(Butyryloxy)-3-carboxy-N,N,N-trimethyl-1-propanaminium",,"267.12310328331","1","6.62096666666667","26.1687636546558"
"6.62_267.1231m/z","CSID4444261",,"M+FA-H","C13H18O3","35.2","0","-3.12699979615933","79.5715980393816","100 - 14.4 - 1.57 - 0.128","http://nonlinear.com/redirect/outbound?p=chemspider&param=4444261","Dehydrovomifoliol",,"267.12310328331","1","6.62096666666667","26.1687636546558"
"6.62_267.1231m/z","CSID599941",,"M+FA-H","C13H18O3","35.2","0","-3.12699979615933","79.5715980393816","100 - 14.4 - 1.57 - 0.128","http://nonlinear.com/redirect/outbound?p=chemspider&param=599941","(6S)-dehydrovomifoliol",,"267.12310328331","1","6.62096666666667","26.1687636546558"
"6.61_625.2748m/z","CSID389649",,"M+Cl","C33H42N4O6","35.5","0","-8.46186407146443","87.1126575551601","100 - 37.9 - 8.21 - 1.3 - 0.164","http://nonlinear.com/redirect/outbound?p=chemspider&param=389649","urobilinogen",,"625.274831173424","1","6.61215","Infinity"
"6.61_625.2748m/z","CSID4444370",,"M+Cl","C33H42N4O6","35.5","0","-8.46186407146443","87.1126575551601","100 - 37.9 - 8.21 - 1.3 - 0.164","http://nonlinear.com/redirect/outbound?p=chemspider&param=4444370","3-[2-[(E)-[3-(2-carboxyethyl)-5-[(4-ethyl-3-methyl-5-oxo-1,2-dihydropyrrol-2-yl)methyl]-4-methyl-pyrrol-2-ylidene]methyl]-5-[(3-ethyl-4-methyl-5-oxo-1,2-dihydropyrrol-2-yl)methyl]-4-methyl-1H-pyrrol-3-yl]propanoic acid",,"625.274831173424","1","6.61215","Infinity"
"6.59_223.0972m/z","CSID10004",,"2M-H","C6H8O2","32.1","0","-1.75533824139347","62.4845672588578","100 - 6.66 - 0.598","http://nonlinear.com/redirect/outbound?p=chemspider&param=10004","1,3-Cyclohexanedione",,"223.097188188173","1","6.58571666666667","61.8691669093555"
"6.59_223.0972m/z","CSID109505",,"M-H","C12H16O4","32.8","0","-1.75533824139347","65.9289791980662","100 - 13.3 - 1.64 - 0.14","http://nonlinear.com/redirect/outbound?p=chemspider&param=109505","4-Butyryl-2-methylphloroglucinol 1-Methyl Ether",,"223.097188188173","1","6.58571666666667","61.8691669093555"
"6.59_223.0972m/z","CSID117259",,"M+Cl","C7H16N4O2","32.2","0","2.48708255228559","63.9526686590523","100 - 9.29 - 0.799","http://nonlinear.com/redirect/outbound?p=chemspider&param=117259","Tilarginine",,"223.097188188173","1","6.58571666666667","61.8691669093555"
"6.59_223.0972m/z","CSID11995",,"2M-H","C6H8O2","32.1","0","-1.75533824139347","62.4845672588578","100 - 6.66 - 0.598","http://nonlinear.com/redirect/outbound?p=chemspider&param=11995","1,4-Cyclohexanedione",,"223.097188188173","1","6.58571666666667","61.8691669093555"
"6.59_223.0972m/z","CSID12465",,"2M-H","C6H8O2","32.1","0","-1.75533824139347","62.4845672588578","100 - 6.66 - 0.598","http://nonlinear.com/redirect/outbound?p=chemspider&param=12465","1,2-Cyclohexadione",,"223.097188188173","1","6.58571666666667","61.8691669093555"
"6.59_223.0972m/z","CSID131491",,"2M-H","C6H8O2","32.1","0","-1.75533824139347","62.4845672588578","100 - 6.66 - 0.598","http://nonlinear.com/redirect/outbound?p=chemspider&param=131491","(1R,2R)-3,5-Cyclohexadiene-1,2-diol",,"223.097188188173","1","6.58571666666667","61.8691669093555"
"6.59_223.0972m/z","CSID13401044",,"2M-H","C6H8O2","32.1","0","-1.75533824139347","62.4845672588578","100 - 6.66 - 0.598","http://nonlinear.com/redirect/outbound?p=chemspider&param=13401044","phenol hydrate",,"223.097188188173","1","6.58571666666667","61.8691669093555"
"6.59_223.0972m/z","CSID1476",,"M-H","C13H12N4","31.8","0","-7.7480222304107","67.540812693088","100 - 15.7 - 1.15","http://nonlinear.com/redirect/outbound?p=chemspider&param=1476","2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",,"223.097188188173","1","6.58571666666667","61.8691669093555"
"6.59_223.0972m/z","CSID154113",,"2M-H","C6H8O2","32.1","0","-1.75533824139347","62.4845672588578","100 - 6.66 - 0.598","http://nonlinear.com/redirect/outbound?p=chemspider&param=154113","CIS-1,2-DIHYDROCATECHOL",,"223.097188188173","1","6.58571666666667","61.8691669093555"
"6.59_223.0972m/z","CSID2104822",,"M-H","C12H16O4","32.8","0","-1.75533824139347","65.9289791980662","100 - 13.3 - 1.64 - 0.14","http://nonlinear.com/redirect/outbound?p=chemspider&param=2104822","2,4-Dihydroxy-6-pentylbenzoic acid",,"223.097188188173","1","6.58571666666667","61.8691669093555"
"6.59_223.0972m/z","CSID21106140",,"M+FA-H","C11H14O2","32.6","0","-2.21607636880257","65.5068854676321","100 - 12.1 - 1.08","http://nonlinear.com/redirect/outbound?p=chemspider&param=21106140","methyl eugenol",,"223.097188188173","1","6.58571666666667","61.8691669093555"
